mail_id,question,answer,inquiry_type
2478,"お問い合わせ
アカウントID : 

プレイヤー名 : 
アプリバージョン : 1.1.3
ご利用のOSバージョン : 13.0.000
ご利用端末名 : AQUOS sense5G
お問い合わせ内容の種類 : 不具合について
ご利用環境 : Google Play
問題が発生した日時 : 2024-03-22 00:19
メールアドレス : 
お問い合わせ内容 ：ガチョウの貯金箱をリュックに入れたら消えました。
元々入れていた貯金箱と合わせようとしてリュックから出した方も消えました。
バグだと思いますので対応お願いします。
添付ファイル ：","いつもご利用いただきありがとうございます。
『ぽちゃガチョ！』サポート担当です。
 
お問い合わせいただきました件について、ご案内いたします。
 
リュックへアイテムやピースを入れた場合、「パーツ」欄もしくは「ランチャー」欄に収納されます。

そのため、既にご確認いただいておりましたら申し訳ございませんが、あらためてリュック内をご確認いただけますと幸いです。
 
ご確認いただいたうえで問題が解決しない場合、お手数ですが「リュック」内の「パーツ」「ランチャー」欄のスクリーンショットをお送りを添付のうえ、再度お問い合わせいただけないでしょうか。
 
今後とも『ぽちゃガチョ！』をよろしくお願いいたします。
 
※本メール内容の無断掲載、無断複製、転送はお控えください。

> アカウントID : 

> プレイヤー名 : 
> アプリバージョン : 1.1.3
> ご利用のOSバージョン : 13.0.000
> ご利用端末名 : AQUOS sense5G
> お問い合わせ内容の種類 : 不具合について
> ご利用環境 : Google Play
> 問題が発生した日時 : 2024-03-22 00:19
> メールアドレス : 
> お問い合わせ内容 ：ガチョウの貯金箱をリュックに入れたら消えました。 元々入れていた貯金箱と合わせようとしてリュックから出した方も消えました。 バグだと思いますので対応お願いします。
> 添付ファイル ：
> 
>",不具合について
1028,"お問い合わせ
アカウントID : 


アプリバージョン : 
ご利用のOSバージョン : 
ご利用端末名 : 
お問い合わせ内容の種類 : ご意見?ご要望
ご利用環境 : iOS
問題が発生した日時 :  00:00
メールアドレス : 
お問い合わせ内容 ：ピンクバックタップ時20パーオフとなるのは
どういった意味でしょうか
そして、それは課金されていないでしょうか
添付ファイル ：","いつもご利用いただきありがとうございます。
『ぽちゃガチョ！』サポート担当です。
 
お問い合わせいただきました件につきまして、GooglestoreやApplestoreの決済画面が表示されていない場合には、課金購入はされませんので、ご安心ください。
 
なお、仕様の詳細や今後の予定など、どのお客様にも公開していない情報は個別にご案内差し上げることができません。
 
誠に恐れ入りますが、ご理解くださいますようお願い申し上げます。
 
お客様皆様にご案内できる情報がございましたら、公式Ｘ（旧Twitter）やゲーム内でお知らせしてまいりますので、ご都合のよい時にご確認いただけますと幸いです。
 
今後とも『ぽちゃガチョ！』をよろしくお願いいたします。
 
※本メール内容の無断掲載、無断複製、転送はお控えください。

> アカウントID :


> アプリバージョン :
> ご利用のOSバージョン :
> ご利用端末名 :
> お問い合わせ内容の種類 : ご意見?ご要望
> ご利用環境 : iOS
> 問題が発生した日時 : 00:00
> メールアドレス : 
> お問い合わせ内容 ：ピンクバックタップ時20パーオフとなるのは どういった意味でしょうか そして、それは課金されていないでしょうか
> 添付ファイル ：
> 
>",ご意見?ご要望
2494,"お問い合わせ
アカウントID : 


アプリバージョン : 
ご利用のOSバージョン : 
ご利用端末名 : 
お問い合わせ内容の種類 : 不具合について
ご利用環境 : iOS
問題が発生した日時 : 2024-03-22 08:30
メールアドレス : 
お問い合わせ内容 ：ボードがいっぱいの場合の控えに40個アイテムがあったのが16個に減っていました。
ショップで購入したドリンクなどは残り、神の福袋？から貰ったものなどが消えていました。
新着が消えるというのではなく、特定の入手経路のアイテムが消える気がします。
添付ファイル ：","いつもご利用いただきありがとうございます。
『ぽちゃガチョ！』サポート担当です。
 
お問い合わせいただきました件について、ご案内いたします。
 
リュックへアイテムやピースを入れた場合、「パーツ」欄もしくは「ランチャー」欄に収納されます。
 
そのため、既にご確認いただいておりましたら申し訳ございませんが、あらためてリュック内をご確認いただけますと幸いです。
 
ご確認いただいたうえで問題が解決しない場合、お手数ですが「リュック」内の「パーツ」「ランチャー」欄のスクリーンショットをお送りを添付のうえ、再度お問い合わせいただけないでしょうか。
 
今後とも『ぽちゃガチョ！』をよろしくお願いいたします。
 
※本メール内容の無断掲載、無断複製、転送はお控えください。

> アカウントID :


> アプリバージョン :
> ご利用のOSバージョン :
> ご利用端末名 :
> お問い合わせ内容の種類 : 不具合について
> ご利用環境 : iOS
> 問題が発生した日時 : 2024-03-22 08:30
> メールアドレス : 
> お問い合わせ内容 ：ボードがいっぱいの場合の控えに40個アイテムがあったのが16個に減っていました。 ショップで購入したドリンクなどは残り、神の福袋？から貰ったものなどが消えていました。 新着が消えるというのではなく、特定の入手経路のアイテムが消える気がします。
> 添付ファイル ：
> 
>

ご担当者様

ご返信ありがとうございます。
リュックへの収納でなく、左上に表示される控えでストックされる部分の件で問い合わせています。
添付画像を参照ください。（Discordから持ってきた別の方の写真です。
[image: IMG_3404.jpg]
）

2024年3月22日(金) 11:40 【ぽちゃガチョ！カスタマーサポート】 <>:

> いつもご利用いただきありがとうございます。
>
> 『ぽちゃガチョ！』サポート担当です。
>
>
>
> お問い合わせいただきました件について、ご案内いたします。
>
>
>
> リュックへアイテムやピースを入れた場合、「パーツ」欄もしくは「ランチャー」欄に収納されます。
>
>
>
> そのため、既にご確認いただいておりましたら申し訳ございませんが、あらためてリュック内をご確認いただけますと幸いです。
>
>
>
>
> ご確認いただいたうえで問題が解決しない場合、お手数ですが「リュック」内の「パーツ」「ランチャー」欄のスクリーンショットをお送りを添付のうえ、再度お問い合わせいただけないでしょうか。
>
>
>
> 今後とも『ぽちゃガチョ！』をよろしくお願いいたします。
>
>
>
> ※本メール内容の無断掲載、無断複製、転送はお控えください。
>
> アカウントID :


>
> プレイヤー名 :

> アプリバージョン :
>
> ご利用のOSバージョン :
>
> ご利用端末名 :
>
> お問い合わせ内容の種類 : 不具合について
>
> ご利用環境 : iOS
>
> 問題が発生した日時 : 2024-03-22 08:30
>
> メールアドレス : 
>
> お問い合わせ内容 ：ボードがいっぱいの場合の控えに40個アイテムがあったのが16個に減っていました。
> ショップで購入したドリンクなどは残り、神の福袋？から貰ったものなどが消えていました。
> 新着が消えるというのではなく、特定の入手経路のアイテムが消える気がします。
>
> 添付ファイル ：
> 
>
>

いつもご利用いただきありがとうございます。
『ぽちゃガチョ！』サポート担当です。

お問い合わせの問題に対し、返答が遅れておりますこと、
そしてご迷惑をおかけしておりますことを深くお詫び申し上げます。

連絡いただいております現象につきましては、お客様からお寄せいただいた情報を元に、調査を行っております。

迅速な対応に努めてまいりますが、調査完了までお時間を頂戴する場合がございます。

調査完了後に当窓口よりあらためてお客様へご連絡差し上げますので、今しばらくお待ちくださいますようお願いたします。
お客様へご不便をおかけしておりますことを重ねてお詫び申し上げます。

今後とも『ぽちゃガチョ！』をよろしくお願いいたします。

※本メール内容の無断掲載、無断複製、転送はお控えください。",不具合について
2032,"お問い合わせ
アカウントID : 


アプリバージョン : 
ご利用のOSバージョン : 
ご利用端末名 : 
お問い合わせ内容の種類 : 不具合について
ご利用環境 : iOS
問題が発生した日時 :  00:00
メールアドレス : 
お問い合わせ内容 ：イベントの残り時間がまだあるのに、終了されているのですが、なぜですか？
添付ファイル ：","いつもご利用いただきありがとうございます。
『ぽちゃガチョ！』サポート担当です。

この度はお問い合わせのご面倒をおかけし、申し訳ございません。

お問い合わせいただきました時刻表示につきましては、イベントの終了時刻の表示ではなく、「イベントランキング」の表示期限を表示しております。

そのため、報酬がある場合には、期限内にお受け取りいただけますと幸いです。

ゲームの表示がわかりづらく、お客様に混乱をお招きし誠に申し訳ございません。

その他にもお困りごとやお気づきの点がございましたら、お気軽にお問い合わせください。

今後とも『ぽちゃガチョ！』をよろしくお願いいたします。

※本メール内容の無断掲載、無断複製、転送はお控えください。",不具合について
1589,"お問い合わせ
アカウントID : 

プレイヤー名 : 
アプリバージョン : 1.1.1
ご利用のOSバージョン : Android14
ご利用端末名 : SCG13 （GalaxyS22）
お問い合わせ内容の種類 : ご意見?ご要望
ご利用環境 : Google Play
問題が発生した日時 : 2024-03-11 09:00
メールアドレス : 
お問い合わせ内容 ：ダイヤが800くらいあったと思うのですが100になっていました
使用履歴を確認したいです
添付ファイル ：","いつもご利用いただきありがとうございます。
『ぽちゃガチョ！』サポート担当です。

お問い合わせの問題に対し、返答が遅れておりますこと、
そしてご迷惑をおかけしておりますことを深くお詫び申し上げます。

連絡いただいております現象につきましては、お客様からお寄せいただいた情報を元に、調査を行っております。

迅速な対応に努めてまいりますが、調査完了までお時間を頂戴する場合がございます。

調査完了後に当窓口よりあらためてお客様へご連絡差し上げますので、今しばらくお待ちくださいますようお願いたします。
お客様へご不便をおかけしておりますことを重ねてお詫び申し上げます。

今後とも『ぽちゃガチョ！』をよろしくお願いいたします。

※本メール内容の無断掲載、無断複製、転送はお控えください。
2024/03/11 10:52:59 QCplay:
> 
> 
> 
> 
> 
> 
> お問い合わせ
> アカウントID : 

> プレイヤー名 : 
> アプリバージョン : 1.1.1
> ご利用のOSバージョン : Android14
> ご利用端末名 : SCG13 （GalaxyS22）
> お問い合わせ内容の種類 : ご意見?ご要望
> ご利用環境 : Google Play
> 問題が発生した日時 : 2024-03-11 09:00
> メールアドレス : 
> お問い合わせ内容 ：ダイヤが800くらいあったと思うのですが100になっていました
> 使用履歴を確認したいです
> 添付ファイル ：
>

いつもご利用いただきありがとうございます。
『ぽちゃガチョ！』サポート担当です。

この度はご案内までにお時間を頂戴し、誠に申し訳ございません。

お問い合わせいただきました件について調査を行ったところ、【3/11 08:53】頃に「高級チェスト」のバブルをスキップするために「ダイヤ×730個」を使用していることを確認いたしました。

その他にもお困りごとやお気づきの点がございましたら、お気軽にお問い合わせください。

今後とも『ぽちゃガチョ！』をよろしくお願いいたします。

※本メール内容の無断掲載、無断複製、転送はお控えください。

> いつもご利用いただきありがとうございます。
> 『ぽちゃガチョ！』サポート担当です。
> 
> お問い合わせの問題に対し、返答が遅れておりますこと、
> そしてご迷惑をおかけしておりますことを深くお詫び申し上げます。
> 
> 連絡いただいております現象につきましては、お客様からお寄せいただいた情報を元に、調査を行っております。
> 
> 迅速な対応に努めてまいりますが、調査完了までお時間を頂戴する場合がございます。
> 
> 調査完了後に当窓口よりあらためてお客様へご連絡差し上げますので、今しばらくお待ちくださいますようお願いたします。
> お客様へご不便をおかけしておりますことを重ねてお詫び申し上げます。
> 
> 今後とも『ぽちゃガチョ！』をよろしくお願いいたします。
> 
> ※本メール内容の無断掲載、無断複製、転送はお控えください。
> 2024/03/11 10:52:59 QCplay:
> > 
> > 
> > 
> > 
> > 
> > 
> > お問い合わせ
> > アカウントID : 

> > プレイヤー名 : 
> > アプリバージョン : 1.1.1
> > ご利用のOSバージョン : Android14
> > ご利用端末名 : SCG13 （GalaxyS22）
> > お問い合わせ内容の種類 : ご意見?ご要望
> > ご利用環境 : Google Play
> > 問題が発生した日時 : 2024-03-11 09:00
> > メールアドレス : 
> > お問い合わせ内容 ：ダイヤが800くらいあったと思うのですが100になっていました
> > 使用履歴を確認したいです
> > 添付ファイル ：
> >",ご意見?ご要望
1037,"お問い合わせ
アカウントID : 

プレイヤー名 : 
アプリバージョン : 1.1.1
ご利用のOSバージョン : IOS16.5.1
ご利用端末名 : iPhone13
お問い合わせ内容の種類 : 不具合について
ご利用環境 : iOS
問題が発生した日時 : 2024-03-03 19:00
メールアドレス : 
お問い合わせ内容 ：イベント報酬で金のガチョウを入手したのですが
消えてしまいました。
売却はしていないのですがタップで物を排出後に
金のガチョウ本体は消えてしまうものなのでしょうか？

返答お願いいたします
添付ファイル ：","いつもご利用いただきありがとうございます。
『ぽちゃガチョ！』サポート担当です。

お問い合わせいただきました件につきまして、ご案内いたします。
 
「ガチョウキング」は、オーダーにて「究極の金のトロフィー」を提出している場合、コインに自動で変換される仕組みとなっております。
 
お手数ですが、「究極の金のトロフィー」を提出していないか、ご確認をお願いいたします。
 
その他にも、お困りごとやお気づきの点がございましたら、お気軽にお問い合わせください。

今後とも『ぽちゃガチョ！』をよろしくお願いいたします。

※本メール内容の無断掲載、無断複製、転送はお控えください。
 
 
> アカウントID : 

> プレイヤー名 : 
> アプリバージョン : 1.1.1
> ご利用のOSバージョン : IOS16.5.1
> ご利用端末名 : iPhone13
> お問い合わせ内容の種類 : 不具合について
> ご利用環境 : iOS
> 問題が発生した日時 : 2024-03-03 19:00
> メールアドレス : 
> お問い合わせ内容 ：イベント報酬で金のガチョウを入手したのですが 消えてしまいました。 売却はしていないのですがタップで物を排出後に 金のガチョウ本体は消えてしまうものなのでしょうか？ 返答お願いいたします
> 添付ファイル ：
> 
>",不具合について
430,"お問い合わせ
アカウントID : 

プレイヤー名 : 
アプリバージョン : 
ご利用のOSバージョン : 
ご利用端末名 : iPhone XR
お問い合わせ内容の種類 : 不具合について
ご利用環境 : iOS
問題が発生した日時 : 2024-03-01 13:00
メールアドレス : 
お問い合わせ内容 ：通常のクエストでぬいぐるみを作るというところで、素材を産出できないようで何も進みません。布切れ？が6枚くらい重なったやつから何も出て来ず困っています。たすけてください。ネットで方法を探してみると、他の方もぬいぐるみの素材産出のところで止まっているそうです、よろしくお願いします。
添付ファイル ：","いつもご利用いただきありがとうございます。
『ぽちゃガチョ！』サポート担当です。

度々お問い合わせのご面倒をおかけし、誠に申し訳ございません。
 
お問い合わせいただいております「麻袋の布」は、「種袋の山」を2つ使用し、合成した場合に作成することができます。
 
アプリ内の表示によりお客様に混乱をお招きし、誠に申し訳ございません。
 
その他にも、お困りごとやお気づきの点がございましたら、お気軽にお問い合わせください。

今後とも『ぽちゃガチョ！』をよろしくお願いいたします。

※本メール内容の無断掲載、無断複製、転送はお控えください。
 

> アカウントID : 

> プレイヤー名 : 
> アプリバージョン :
> ご利用のOSバージョン :
> ご利用端末名 : iPhone XR
> お問い合わせ内容の種類 : 不具合について
> ご利用環境 : iOS
> 問題が発生した日時 : 2024-03-01 13:00
> メールアドレス : 
> お問い合わせ内容 ：通常のクエストでぬいぐるみを作るというところで、素材を産出できないようで何も進みません。布切れ？が6枚くらい重なったやつから何も出て来ず困っています。たすけてください。ネットで方法を探してみると、他の方もぬいぐるみの素材産出のところで止まっているそうです、よろしくお願いします。
> 添付ファイル ：
> 
>

やってみます、教えてくださりありがとう。

2024年3月1日(金) 13:29 【ぽちゃガチョ！カスタマーサポート】 <>:

> いつもご利用いただきありがとうございます。
> 『ぽちゃガチョ！』サポート担当です。
>
> 度々お問い合わせのご面倒をおかけし、誠に申し訳ございません。
>
>
>
> お問い合わせいただいております「麻袋の布」は、「種袋の山」を2つ使用し、合成した場合に作成することができます。
>
>
>
> アプリ内の表示によりお客様に混乱をお招きし、誠に申し訳ございません。
>
>
>
> その他にも、お困りごとやお気づきの点がございましたら、お気軽にお問い合わせください。
>
> 今後とも『ぽちゃガチョ！』をよろしくお願いいたします。
>
> ※本メール内容の無断掲載、無断複製、転送はお控えください。
>
>
>
> アカウントID : 

> ID :
>
> プレイヤー名 : 
>
> アプリバージョン :
>
> ご利用のOSバージョン :
>
> ご利用端末名 : iPhone XR
>
> お問い合わせ内容の種類 : 不具合について
>
> ご利用環境 : iOS
>
> 問題が発生した日時 : 2024-03-01 13:00
>
> メールアドレス : 
>
> お問い合わせ内容
> ：通常のクエストでぬいぐるみを作るというところで、素材を産出できないようで何も進みません。布切れ？が6枚くらい重なったやつから何も出て来ず困っています。たすけてください。ネットで方法を探してみると、他の方もぬいぐるみの素材産出のところで止まっているそうです、よろしくお願いします。
>
> 添付ファイル ：
>
>

いつもご利用いただきありがとうございます。
『ぽちゃガチョ！』サポート担当です。
 
この度は、ご丁寧にお礼のご連絡をくださりありがとうございます。
 
『ぽちゃガチョ！』をプレイしていただく中で、何かお困りの点や気になる点などがございましたら、お気軽にお問い合わせいただけると幸いです。
 
今後とも『ぽちゃガチョ！』をよろしくお願いいたします。
 
※本メール内容の無断掲載、無断複製、転送はお控えください。

> やってみます、教えてくださりありがとう。
>  2024年3月1日(金) 13:29 【ぽちゃガチョ！カスタマーサポート】 :
>> いつもご利用いただきありがとうございます。
>> 『ぽちゃガチョ！』サポート担当です。
>> 
>> 度々お問い合わせのご面倒をおかけし、誠に申し訳ございません。
>>  
>> お問い合わせいただいております「麻袋の布」は、「種袋の山」を2つ使用し、合成した場合に作成することができます。
>>  
>> アプリ内の表示によりお客様に混乱をお招きし、誠に申し訳ございません。
>>  
>> その他にも、お困りごとやお気づきの点がございましたら、お気軽にお問い合わせください。
>> 
>> 今後とも『ぽちゃガチョ！』をよろしくお願いいたします。
>> 
>> ※本メール内容の無断掲載、無断複製、転送はお控えください。
>>  
>> 
>>> アカウントID : 

>>> プレイヤー名 : 
>>> アプリバージョン :
>>> ご利用のOSバージョン :
>>> ご利用端末名 : iPhone XR
>>> お問い合わせ内容の種類 : 不具合について
>>> ご利用環境 : iOS
>>> 問題が発生した日時 : 2024-03-01 13:00
>>> メールアドレス : 
>>> お問い合わせ内容 ：通常のクエストでぬいぐるみを作るというところで、素材を産出できないようで何も進みません。布切れ？が6枚くらい重なったやつから何も出て来ず困っています。たすけてください。ネットで方法を探してみると、他の方もぬいぐるみの素材産出のところで止まっているそうです、よろしくお願いします。
>>> 添付ファイル ：
>>> 
>>> 
>> 
>> 
>> 
> 
> 
> 
> 
>",不具合について
1890,"お問い合わせ
アカウントID : 

プレイヤー名 : 
アプリバージョン : 
ご利用のOSバージョン : i
ご利用端末名 : iPhoneXS
お問い合わせ内容の種類 : 不具合について
ご利用環境 : iOS
問題が発生した日時 : 2024-03-16 12:00
メールアドレス : 
お問い合わせ内容 ：報酬がエラーになって受け取れません。
添付ファイル ：","いつもご利用いただきありがとうございます。
『ぽちゃガチョ！』サポート担当です。

この度はお客様にご迷惑をおかけし、誠に申し訳ございません。

お問い合わせいただきました件につきまして、【3/15 12:00～3/15 13:25】に以下の不具合が発生しておりました。

■イベント「運命のジュエリー」のランキング報酬にて、「構成エラー」という文言のエラーが発生し、報酬が受け取れない不具合

本件につきましては、該当イベントの「グループランキング報酬」にて、本来報酬が設定されていない6～10位のお客様にあたかも報酬が受け取れるような内容が表示されていたために発生しておりました。

なお、該当の不具合はすでに修正が完了しておりますので、アプリを再起動していただいたうえでご確認いただけますと幸いです。

今後とも『ぽちゃガチョ！』をよろしくお願いいたします。

※本メール内容の無断掲載、無断複製、転送はお控えください。",不具合について
1727,"お問い合わせ
アカウントID : 

プレイヤー名 : 
アプリバージョン : 1.1.1
ご利用のOSバージョン : Android バージョン14
ご利用端末名 : GooglePixel7
お問い合わせ内容の種類 : 不具合について
ご利用環境 : Google Play
問題が発生した日時 : 2024-03-12 22:00
メールアドレス : 
お問い合わせ内容 ：パズル画面において発生。
画面移動時やビーズの合成時、オーダーのクリア時などのSEがガサガサした音になる。
キャッシュを削除しましたが解消していません。
添付ファイル ：","いつもご利用いただきありがとうございます。
『ぽちゃガチョ！』サポート担当です。
 
お客様にご迷惑をおかけしてしまい、誠に申し訳ございません。
 
お問い合わせいただきました件につきまして、詳細な調査を行いたいため、該当の現象および場面の画面録画をお送りいただけないでしょうか。
 
なお、画面録画の操作方法につきましてはご利用端末の開発元?発売元にお問い合わせいただけますと幸いです。
 
お手数をおかけいたしまして大変申し訳ございませんが、調査に必要な情報となりますので、
何卒ご協力くださいますようお願いいたします。
 
今後とも『ぽちゃガチョ！』をよろしくお願いいたします。
 
※本メール内容の無断掲載、無断複製、転送はお控えください。
 

> アカウントID : 

> プレイヤー名 : 
> アプリバージョン : 1.1.1
> ご利用のOSバージョン : Android バージョン14
> ご利用端末名 : GooglePixel7
> お問い合わせ内容の種類 : 不具合について
> ご利用環境 : Google Play
> 問題が発生した日時 : 2024-03-12 22:00
> メールアドレス : 
> お問い合わせ内容 ：パズル画面において発生。 画面移動時やビーズの合成時、オーダーのクリア時などのSEがガサガサした音になる。 キャッシュを削除しましたが解消していません。
> 添付ファイル ：
> 
>

お世話になっております。

音割れの現象につきまして、スクリーンレコードでは再現せず、端末側の問題が疑われました。

お手数とご迷惑をおかけいたしまして、申し訳ございません。

2024年3月13日(水) 10:29 【ぽちゃガチョ！カスタマーサポート】 <>:

> いつもご利用いただきありがとうございます。
> 『ぽちゃガチョ！』サポート担当です。
>
>
>
> お客様にご迷惑をおかけしてしまい、誠に申し訳ございません。
>
>
>
> お問い合わせいただきました件につきまして、詳細な調査を行いたいため、該当の現象および場面の画面録画をお送りいただけないでしょうか。
>
>
>
> なお、画面録画の操作方法につきましてはご利用端末の開発元?発売元にお問い合わせいただけますと幸いです。
>
>
>
> お手数をおかけいたしまして大変申し訳ございませんが、調査に必要な情報となりますので、
> 何卒ご協力くださいますようお願いいたします。
>
>
>
> 今後とも『ぽちゃガチョ！』をよろしくお願いいたします。
>
>
>
> ※本メール内容の無断掲載、無断複製、転送はお控えください。
>
>
> アカウントID : 

> ID :
>
> プレイヤー名 : 
>
> アプリバージョン : 1.1.1
>
> ご利用のOSバージョン : Android バージョン14
>
> ご利用端末名 : GooglePixel7
>
> お問い合わせ内容の種類 : 不具合について
>
> ご利用環境 : Google Play
>
> 問題が発生した日時 : 2024-03-12 22:00
>
> メールアドレス : 
>
> お問い合わせ内容 ：パズル画面において発生。 画面移動時やビーズの合成時、オーダーのクリア時などのSEがガサガサした音になる。
> キャッシュを削除しましたが解消していません。
>
> 添付ファイル ：
>
>

いつもご利用いただきありがとうございます。
『ぽちゃガチョ！』サポート担当です。

この度は、ご丁寧にご連絡をくださりありがとうございます。

『ぽちゃガチョ！』をプレイしていただく中で、何かお困りの点や気になる点などがございましたら、お気軽にお問い合わせいただけると幸いです。

今後とも『ぽちゃガチョ！』をよろしくお願いいたします。

※本メール内容の無断掲載、無断複製、転送はお控えください。
 
2024/03/13 14:59:34 丹羽菜菜子:
> お世話になっております。 
> 音割れの現象につきまして、スクリーンレコードでは再現せず、端末側の問題が疑われました。
>  
> お手数とご迷惑をおかけいたしまして、申し訳ございません。
> 
>  2024年3月13日(水) 10:29 【ぽちゃガチョ！カスタマーサポート】 :
>> いつもご利用いただきありがとうございます。
>> 『ぽちゃガチョ！』サポート担当です。
>>  
>> お客様にご迷惑をおかけしてしまい、誠に申し訳ございません。
>>  
>> お問い合わせいただきました件につきまして、詳細な調査を行いたいため、該当の現象および場面の画面録画をお送りいただけないでしょうか。
>>  
>> なお、画面録画の操作方法につきましてはご利用端末の開発元?発売元にお問い合わせいただけますと幸いです。
>>  
>> お手数をおかけいたしまして大変申し訳ございませんが、調査に必要な情報となりますので、
>> 何卒ご協力くださいますようお願いいたします。
>>  
>> 今後とも『ぽちゃガチョ！』をよろしくお願いいたします。
>>  
>> ※本メール内容の無断掲載、無断複製、転送はお控えください。
>> 
>>> アカウントID : 

>>> プレイヤー名 : 
>>> アプリバージョン : 1.1.1
>>> ご利用のOSバージョン : Android バージョン14
>>> ご利用端末名 : GooglePixel7
>>> お問い合わせ内容の種類 : 不具合について
>>> ご利用環境 : Google Play
>>> 問題が発生した日時 : 2024-03-12 22:00
>>> メールアドレス : 
>>> お問い合わせ内容 ：パズル画面において発生。 画面移動時やビーズの合成時、オーダーのクリア時などのSEがガサガサした音になる。 キャッシュを削除しましたが解消していません。
>>> 添付ファイル ：
>>> 
>>> 
>> 
>> 
>> 
> 
> 
> 
>",不具合について
1385,"お問い合わせ
アカウントID : 

プレイヤー名 : 

ご利用のOSバージョン : 
ご利用端末名 : 
お問い合わせ内容の種類 : ご意見?ご要望
ご利用環境 : iOS
問題が発生した日時 :  00:00
メールアドレス : 
お問い合わせ内容 ：創始者の謎にて、
トロフィーを納品した直後にイベントのエリアに入れなくなりました。
イベント期間はまだ残っていたので、エネルギー回復アイテムなどを消費させずにエリアに入れなくなってしまったため、損をした気分になります。

トロフィー納品直後に関連するアイテムが売却されすっきりするのはとても良いシステムだと思いますが、エリアへの侵入は時間の限り時間に行えるようにしてほしいです。

もしくは、納品するとエリアが封鎖される注意喚起のメッセージを表示するようにしてほしいです。
よろしくお願いします。
添付ファイル ：","いつもご利用いただきありがとうございます。
『ぽちゃガチョ！』サポート担当です。
 
この度はお客様にお問い合わせのお手間をおかけしてしまい、誠に申し訳ございません。
 
お問い合わせいただきましたお声につきましては、貴重なご意見としてお預かりし、運営チーム内に広く共有を行わさせていただきます。
 
『ぽちゃガチョ！』をプレイいただいているお客様一人一人に寄り添っていけるようなサービスをお届けできるよう、これからもチーム一同尽力して参りますので、何卒よろしくお願い申し上げます。
 
また、その他にもお困りごとやお気づきの点がございましたら、お気軽にお問い合わせください。
 
今後とも『ぽちゃガチョ！』をよろしくお願いいたします。
 
※本メール内容の無断掲載、無断複製、転送はお控えください。

> アカウントID : 

> プレイヤー名 :

> ご利用のOSバージョン :
> ご利用端末名 :
> お問い合わせ内容の種類 : ご意見?ご要望
> ご利用環境 : iOS
> 問題が発生した日時 : 00:00
> メールアドレス : 
> お問い合わせ内容 ：創始者の謎にて、 トロフィーを納品した直後にイベントのエリアに入れなくなりました。 イベント期間はまだ残っていたので、エネルギー回復アイテムなどを消費させずにエリアに入れなくなってしまったため、損をした気分になります。 トロフィー納品直後に関連するアイテムが売却されすっきりするのはとても良いシステムだと思いますが、エリアへの侵入は時間の限り時間に行えるようにしてほしいです。 もしくは、納品するとエリアが封鎖される注意喚起のメッセージを表示するようにしてほしいです。 よろしくお願いします。
> 添付ファイル ：
> 
>",ご意見?ご要望
